"Date","P/E","P/B","Div Yield %"
"04 May 2021","30.47","4.15","1.01"
"03 May 2021","31.54","4.19","1.00"
"30 Apr 2021","32.21","4.19","1.00"
"29 Apr 2021","32.79","4.26","0.99"
"28 Apr 2021","32.72","4.26","0.96"
"27 Apr 2021","32.28","4.20","0.98"
"26 Apr 2021","32.39","4.15","0.99"
"23 Apr 2021","32.07","4.11","1.00"
"22 Apr 2021","32.22","4.12","0.99"
"20 Apr 2021","31.97","4.09","1.00"
"19 Apr 2021","32.12","4.11","1.00"
"16 Apr 2021","32.84","4.18","0.98"
"15 Apr 2021","32.78","4.17","0.98"
"13 Apr 2021","32.72","4.15","0.99"
"12 Apr 2021","32.34","4.09","1.00"
"09 Apr 2021","33.53","4.24","0.97"
"08 Apr 2021","33.61","4.25","0.96"
"07 Apr 2021","33.49","4.24","0.95"
"06 Apr 2021","33.18","4.20","0.96"
"05 Apr 2021","33.08","4.19","0.97"
"01 Apr 2021","33.60","4.25","0.95"
"31 Mar 2021","33.20","4.20","0.96"
"30 Mar 2021","40.43","4.21","1.07"
"26 Mar 2021","39.51","4.11","1.09"
"25 Mar 2021","39.02","4.06","1.11"
"24 Mar 2021","39.63","4.12","1.09"
"23 Mar 2021","40.35","4.20","1.07"
"22 Mar 2021","40.14","4.18","1.08"
"19 Mar 2021","40.16","4.18","1.08"
"18 Mar 2021","39.65","4.13","1.09"
"17 Mar 2021","40.10","4.17","1.08"
"16 Mar 2021","40.61","4.23","1.07"
"15 Mar 2021","40.66","4.23","1.06"
"12 Mar 2021","40.94","4.26","1.06"
"10 Mar 2021","41.33","4.30","1.05"
"09 Mar 2021","41.12","4.28","1.05"
"08 Mar 2021","40.74","4.24","-"
"05 Mar 2021","40.76","4.23","1.06"
"04 Mar 2021","41.15","4.27","1.05"
"03 Mar 2021","41.60","4.32","1.04"
"02 Mar 2021","40.71","4.23","1.06"
"01 Mar 2021","40.28","4.18","1.08"
"26 Feb 2021","39.65","4.12","1.09"
"25 Feb 2021","41.20","4.28","1.05"
"24 Feb 2021","40.88","4.24","1.06"
"23 Feb 2021","40.14","4.17","1.08"
"22 Feb 2021","40.05","4.16","1.08"
"19 Feb 2021","40.88","4.24","1.06"
"18 Feb 2021","41.26","4.28","1.05"
"17 Feb 2021","41.49","4.31","1.04"
"16 Feb 2021","41.78","4.34","1.04"
"15 Feb 2021","41.59","4.34","1.04"
"12 Feb 2021","41.58","4.30","1.05"
"11 Feb 2021","41.65","4.30","1.05"
"10 Feb 2021","41.81","4.28","1.05"
"09 Feb 2021","41.97","4.28","1.05"
"08 Feb 2021","42","4.28","1.05"
"05 Feb 2021","41.46","4.23","1.06"
"04 Feb 2021","40.81","4.22","1.07"
"03 Feb 2021","39.16","4.19","1.07"
"02 Feb 2021","38.79","4.15","1.08"
"01 Feb 2021","38.26","4.05","1.11"
"29 Jan 2021","36.57","3.86","1.16"
"28 Jan 2021","36.96","3.92","1.15"
"27 Jan 2021","37.52","3.96","1.14"
"25 Jan 2021","38.42","4.04","1.11"
"22 Jan 2021","38.86","4.07","1.10"
"21 Jan 2021","39.41","4.13","1.09"
"20 Jan 2021","39.55","4.15","1.08"
"19 Jan 2021","39.22","4.12","1.09"
"18 Jan 2021","38.92","4.05","1.11"
"15 Jan 2021","39.34","4.09","1.10"
"14 Jan 2021","40.03","4.14","1.09"
"13 Jan 2021","39.94","4.13","1.09"
"12 Jan 2021","39.94","4.13","1.09"
"11 Jan 2021","39.72","4.10","1.10"
"08 Jan 2021","39.45","4.07","1.11"
"07 Jan 2021","38.88","4.01","1.12"
"06 Jan 2021","38.90","4.01","1.12"
"05 Jan 2021","39.05","4.02","1.12"
"04 Jan 2021","38.87","4.01","1.12"
"01 Jan 2021","38.55","3.97","1.13"
"31 Dec 2020","38.45","3.96","1.14"
"30 Dec 2020","38.45","3.96","1.14"
"29 Dec 2020","38.31","3.94","1.14"
"28 Dec 2020","38.15","3.93","1.14"
"24 Dec 2020","37.81","3.89","1.15"
"23 Dec 2020","37.40","3.85","1.17"
"22 Dec 2020","37.03","3.81","1.18"
"21 Dec 2020","36.65","3.77","1.19"
"18 Dec 2020","37.84","3.89","1.15"
"17 Dec 2020","37.79","3.89","1.16"
"16 Dec 2020","37.63","3.87","1.16"
"15 Dec 2020","37.31","3.84","1.17"
"14 Dec 2020","37.28","3.84","1.17"
"11 Dec 2020","37.16","3.82","1.18"
"10 Dec 2020","37.06","3.81","1.18"
"09 Dec 2020","37.20","3.83","1.17"
"08 Dec 2020","36.83","3.79","1.19"
"07 Dec 2020","36.73","3.78","1.19"
"04 Dec 2020","36.46","3.75","1.20"
"03 Dec 2020","36.12","3.72","1.21"
"02 Dec 2020","36.06","3.71","1.21"
"01 Dec 2020","36.05","3.71","1.21"
"27 Nov 2020","35.66","3.67","1.22"
"26 Nov 2020","35.71","3.68","1.22"
"25 Nov 2020","35.36","3.64","1.23"
"24 Nov 2020","35.90","3.70","1.22"
"23 Nov 2020","35.55","3.66","1.23"
"20 Nov 2020","35.36","3.64","1.23"
"19 Nov 2020","35.12","3.61","1.24"
"18 Nov 2020","35.59","3.66","1.23"
"17 Nov 2020","34.93","3.64","1.23"
"14 Nov 2020","34.73","3.62","1.24"
"13 Nov 2020","34.57","3.60","1.25"
"12 Nov 2020","34.48","3.59","1.25"
"11 Nov 2020","34.50","3.61","1.25"
"10 Nov 2020","34.18","3.58","1.26"
"09 Nov 2020","33.62","3.53","1.27"
"06 Nov 2020","33.09","3.47","1.29"
"05 Nov 2020","32.84","3.43","1.31"
"04 Nov 2020","32.27","3.37","1.33"
"03 Nov 2020","31.82","3.34","1.34"
"02 Nov 2020","31.43","3.30","1.36"
"30 Oct 2020","31.90","3.30","1.36"
"29 Oct 2020","31.56","3.30","1.36"
"28 Oct 2020","33.94","3.32","1.35"
"27 Oct 2020","34.49","3.37","1.34"
"26 Oct 2020","33.95","3.33","1.35"
"23 Oct 2020","34.37","3.38","1.33"
"22 Oct 2020","34.27","3.37","1.33"
"21 Oct 2020","34.40","3.38","1.33"
"20 Oct 2020","34.28","3.37","1.33"
"19 Oct 2020","34.43","3.36","1.34"
"16 Oct 2020","34.13","3.33","1.35"
"15 Oct 2020","34.03","3.31","1.36"
"14 Oct 2020","34.87","3.39","1.33"
"13 Oct 2020","34.77","3.38","1.33"
"12 Oct 2020","34.76","3.38","1.33"
"09 Oct 2020","34.71","3.37","1.33"
"08 Oct 2020","34.40","3.35","1.34"
"07 Oct 2020","34.12","3.32","1.35"
"06 Oct 2020","33.90","3.30","1.36"
"05 Oct 2020","33.43","3.26","1.38"
"01 Oct 2020","33.18","3.23","1.39"
"30 Sep 2020","32.69","3.19","1.41"
"29 Sep 2020","32.62","3.18","1.42"
"28 Sep 2020","32.63","3.18","1.41"
"25 Sep 2020","32.12","3.13","1.44"
"24 Sep 2020","30.97","3.01","1.51"
"23 Sep 2020","31.91","3.10","1.47"
"22 Sep 2020","31.97","3.10","1.47"
"21 Sep 2020","32.25","3.13","1.45"
"18 Sep 2020","32.98","3.20","1.42"
"17 Sep 2020","33.01","3.20","1.42"
"16 Sep 2020","33.26","3.23","1.41"
"15 Sep 2020","33.03","3.20","1.42"
"14 Sep 2020","32.79","3.21","1.47"
"11 Sep 2020","32.86","3.22","1.46"
"10 Sep 2020","32.82","3.22","1.46"
"09 Sep 2020","32.33","3.17","1.49"
"08 Sep 2020","32.44","3.18","1.48"
"07 Sep 2020","32.55","3.19","1.48"
"04 Sep 2020","32.49","3.18","1.48"
"03 Sep 2020","33.04","3.24","1.45"
"02 Sep 2020","32.71","3.24","1.44"
"01 Sep 2020","32.53","3.22","1.45"
"31 Aug 2020","32.29","3.20","1.46"
"28 Aug 2020","32.92","3.26","1.43"
"27 Aug 2020","32.67","3.23","1.45"
"26 Aug 2020","32.64","3.23","1.45"
"25 Aug 2020","32.43","3.21","1.46"
"24 Aug 2020","32.41","3.21","1.46"
"21 Aug 2020","32.08","3.18","1.47"
"20 Aug 2020","31.91","3.17","1.49"
"19 Aug 2020","32.09","3.21","1.44"
"18 Aug 2020","32.03","3.21","1.45"
"17 Aug 2020","31.64","3.17","1.46"
"14 Aug 2020","31.09","3.15","1.47"
"13 Aug 2020","31.42","3.18","1.46"
"12 Aug 2020","31.33","3.18","1.46"
"11 Aug 2020","31.37","3.19","1.46"
"10 Aug 2020","31.23","3.17","1.46"
"07 Aug 2020","30.72","3.16","1.47"
"06 Aug 2020","30.68","3.15","1.47"
"05 Aug 2020","30.41","3.13","1.48"
"04 Aug 2020","30.39","3.12","1.49"
"03 Aug 2020","29.70","3.07","1.51"
"31 Jul 2020","30.20","3.12","1.49"
"30 Jul 2020","29.46","3.07","1.56"
"29 Jul 2020","29.59","3.10","1.54"
"28 Jul 2020","29.87","3.14","1.49"
"27 Jul 2020","29.18","3.17","1.44"
"24 Jul 2020","29.35","3.19","1.43"
"23 Jul 2020","29.20","3.20","1.43"
"22 Jul 2020","28.93","3.17","1.44"
"21 Jul 2020","29.01","3.18","1.44"
"20 Jul 2020","28.86","3.14","1.46"
"17 Jul 2020","28.55","3.11","1.47"
"16 Jul 2020","28.19","3.06","1.49"
"15 Jul 2020","27.88","3.03","1.51"
"14 Jul 2020","27.85","3.02","1.51"
"13 Jul 2020","28.36","3.08","1.49"
"10 Jul 2020","28.27","3.07","1.49"
"09 Jul 2020","28.26","3.08","1.48"
"08 Jul 2020","27.98","3.05","1.50"
"07 Jul 2020","28.22","3.08","1.49"
"06 Jul 2020","28.13","3.07","1.49"
"03 Jul 2020","27.78","3.03","1.51"
"02 Jul 2020","27.63","3.01","1.52"
"01 Jul 2020","26.97","2.98","1.54"
"30 Jun 2020","26.32","2.94","1.55"
"29 Jun 2020","26.49","2.95","1.55"
"26 Jun 2020","26.67","2.97","1.54"
"25 Jun 2020","25.59","2.93","1.48"
"24 Jun 2020","25.63","2.93","1.48"
"23 Jun 2020","26.05","2.98","1.45"
"22 Jun 2020","25.66","2.94","1.48"
"19 Jun 2020","25.49","2.92","1.49"
"18 Jun 2020","25.11","2.87","1.51"
"17 Jun 2020","24.59","2.81","1.54"
"16 Jun 2020","24.31","2.82","1.54"
"15 Jun 2020","23.69","2.79","1.55"
"12 Jun 2020","24.08","2.84","1.53"
"11 Jun 2020","23.90","2.82","1.54"
"10 Jun 2020","24.41","2.88","1.51"
"09 Jun 2020","24.25","2.86","1.52"
"08 Jun 2020","23.97","2.89","1.50"
"05 Jun 2020","23.91","2.89","1.50"
"04 Jun 2020","23.42","2.85","1.52"
"03 Jun 2020","23.50","2.86","1.51"
"02 Jun 2020","23.31","2.84","1.53"
"01 Jun 2020","22.96","2.80","1.55"
"29 May 2020","22.38","2.73","1.59"
"28 May 2020","22.17","2.70","1.61"
"27 May 2020","21.77","2.65","1.64"
"26 May 2020","21.10","2.57","1.69"
"22 May 2020","20.97","2.57","1.69"
"21 May 2020","21.14","2.59","1.67"
"20 May 2020","21.16","2.58","1.68"
"19 May 2020","20.39","2.53","1.72"
"18 May 2020","20.26","2.51","1.73"
"15 May 2020","20.98","2.60","1.67"
"14 May 2020","21.00","2.60","1.67"
"13 May 2020","21.51","2.67","1.62"
"12 May 2020","21.11","2.62","1.65"
"11 May 2020","21.21","2.63","1.65"
"08 May 2020","21.28","2.64","1.64"
"07 May 2020","21.18","2.62","1.65"
"06 May 2020","21.34","2.64","1.64"
"05 May 2020","21.19","2.62","1.65"
"04 May 2020","21.39","2.65","1.64"
"30 Apr 2020","22.35","2.81","1.54"
"29 Apr 2020","21.65","2.72","1.59"
"28 Apr 2020","21.00","2.67","1.62"
"27 Apr 2020","20.77","2.65","1.64"
"24 Apr 2020","20.48","2.61","1.66"
"23 Apr 2020","20.84","2.65","1.63"
"22 Apr 2020","20.56","2.62","1.66"
"21 Apr 2020","20.10","2.56","1.69"
"20 Apr 2020","20.75","2.64","1.64"
"17 Apr 2020","20.85","2.64","1.64"
"16 Apr 2020","20.25","2.56","1.69"
"15 Apr 2020","20.11","2.54","1.70"
"13 Apr 2020","20.27","2.56","1.69"
"09 Apr 2020","20.53","2.60","1.67"
"08 Apr 2020","19.72","2.49","1.74"
"07 Apr 2020","19.81","2.51","1.73"
"03 Apr 2020","18.22","2.30","1.88"
"01 Apr 2020","18.60","2.35","1.84"
"31 Mar 2020","19.38","2.45","1.77"
"30 Mar 2020","18.66","2.36","1.84"
"27 Mar 2020","19.52","2.47","1.76"
"26 Mar 2020","19.47","2.46","1.76"
"25 Mar 2020","18.74","2.37","1.83"
"24 Mar 2020","17.58","2.22","1.95"
"23 Mar 2020","17.15","2.17","2.00"
"20 Mar 2020","19.72","2.49","1.74"
"19 Mar 2020","18.63","2.36","1.84"
"18 Mar 2020","19.27","2.38","1.80"
"17 Mar 2020","20.41","2.52","1.70"
"16 Mar 2020","20.93","2.59","1.66"
"13 Mar 2020","22.66","2.80","1.53"
"12 Mar 2020","21.83","2.70","1.59"
"11 Mar 2020","23.80","2.94","1.46"
"09 Mar 2020","23.79","2.94","1.46"
"06 Mar 2020","25.01","3.09","1.39"
"05 Mar 2020","25.65","3.17","1.35"
"04 Mar 2020","25.61","3.17","1.35"
"03 Mar 2020","25.73","3.18","1.35"
"02 Mar 2020","25.34","3.13","1.37"
"28 Feb 2020","25.49","3.15","1.36"
"27 Feb 2020","26.48","3.27","1.31"
"26 Feb 2020","26.58","3.29","1.30"
"25 Feb 2020","26.85","3.32","1.29"
"24 Feb 2020","26.92","3.33","1.29"
"20 Feb 2020","27.50","3.40","1.26"
"19 Feb 2020","27.60","3.41","1.26"
"18 Feb 2020","27.29","3.38","1.27"
"17 Feb 2020","27.42","3.39","1.27"
"14 Feb 2020","27.45","3.41","1.26"
"13 Feb 2020","27.59","3.43","1.25"
"12 Feb 2020","27.65","3.44","1.25"
"11 Feb 2020","27.21","3.41","1.26"
"10 Feb 2020","26.89","3.39","1.27"
"07 Feb 2020","27.03","3.41","1.26"
"06 Feb 2020","27.16","3.42","1.26"
"05 Feb 2020","27.05","3.40","1.26"
"04 Feb 2020","26.57","3.37","1.27"
"03 Feb 2020","25.90","3.30","1.30"
"01 Feb 2020","25.75","3.28","1.31"
"31 Jan 2020","26.41","3.37","1.27"
"30 Jan 2020","26.57","3.39","1.27"
"29 Jan 2020","26.81","3.42","1.26"
"28 Jan 2020","26.65","3.40","1.26"
"27 Jan 2020","27.73","3.42","1.25"
"24 Jan 2020","28.10","3.45","1.24"
"23 Jan 2020","27.88","3.43","1.25"
"22 Jan 2020","27.73","3.42","1.26"
"21 Jan 2020","27.84","3.45","1.25"
"20 Jan 2020","28.00","3.63","1.25"
"17 Jan 2020","28.61","3.67","1.24"
"16 Jan 2020","28.62","3.68","1.24"
"15 Jan 2020","28.63","3.81","1.22"
"14 Jan 2020","28.67","3.81","1.22"
"13 Jan 2020","28.67","3.80","1.22"
"10 Jan 2020","28.51","3.78","1.23"
"09 Jan 2020","28.41","3.77","1.23"
"08 Jan 2020","27.97","3.71","1.25"
"07 Jan 2020","28.03","3.72","1.25"
"06 Jan 2020","27.89","3.70","1.26"
"03 Jan 2020","28.44","3.77","1.23"
"02 Jan 2020","28.56","3.79","1.23"
"01 Jan 2020","28.33","3.76","1.24"
"31 Dec 2019","28.30","3.75","1.24"
"30 Dec 2019","28.50","3.78","1.23"
"27 Dec 2019","28.48","3.78","1.23"
"26 Dec 2019","28.26","3.74","1.23"
"24 Dec 2019","28.47","3.77","1.22"
"23 Dec 2019","28.58","3.79","1.22"
"20 Dec 2019","28.60","3.79","1.22"
"19 Dec 2019","28.57","3.79","1.22"
"18 Dec 2019","28.48","3.77","1.22"
"17 Dec 2019","28.35","3.76","1.23"
"16 Dec 2019","28.09","3.72","1.24"
"13 Dec 2019","28.17","3.73","1.24"
"12 Dec 2019","27.90","3.70","1.25"
"11 Dec 2019","27.76","3.68","1.25"
"10 Dec 2019","27.63","3.66","1.26"
"09 Dec 2019","27.82","3.69","1.25"
"06 Dec 2019","27.78","3.68","1.25"
"05 Dec 2019","28.01","3.71","1.24"
"04 Dec 2019","28.07","3.72","1.24"
"03 Dec 2019","27.95","3.7","1.25"
"02 Dec 2019","28.08","3.72","1.24"
"29 Nov 2019","28.10","3.72","1.24"
"28 Nov 2019","28.32","3.75","1.23"
"27 Nov 2019","28.20","3.74","1.23"
"26 Nov 2019","28.05","3.72","1.24"
"25 Nov 2019","28.14","3.73","1.24"
"22 Nov 2019","27.77","3.68","1.25"
"21 Nov 2019","27.89","3.70","1.25"
"20 Nov 2019","27.23","3.71","1.24"
"19 Nov 2019","27.31","3.69","1.25"
"18 Nov 2019","27.29","3.67","1.26"
"15 Nov 2019","27.32","3.67","1.26"
"14 Nov 2019","27.38","3.67","1.26"
"13 Nov 2019","27.31","3.66","1.26"
"11 Nov 2019","27.52","3.68","1.25"
"08 Nov 2019","27.51","3.68","1.25"
"07 Nov 2019","27.75","3.71","1.24"
"06 Nov 2019","27.71","3.70","1.25"
"05 Nov 2019","27.59","3.68","1.25"
"04 Nov 2019","27.59","3.69","1.25"
"01 Nov 2019","27.47","3.67","1.26"
"31 Oct 2019","27.38","3.67","1.26"
"30 Oct 2019","27.30","3.66","1.26"
"29 Oct 2019","27.17","3.64","1.27"
"27 Oct 2019","26.80","3.59","1.29"
"25 Oct 2019","26.70","3.58","1.29"
"24 Oct 2019","26.70","3.58","1.29"
"23 Oct 2019","26.75","3.58","1.29"
"22 Oct 2019","26.71","3.58","1.29"
"18 Oct 2019","26.94","3.60","1.28"
"17 Oct 2019","26.76","3.58","1.29"
"16 Oct 2019","26.48","3.54","1.30"
"15 Oct 2019","26.40","3.53","1.31"
"14 Oct 2019","26.20","3.50","1.32"
"11 Oct 2019","26.11","3.49","1.32"
"10 Oct 2019","25.95","3.47","1.33"
"09 Oct 2019","26.13","3.49","1.32"
"07 Oct 2019","25.64","3.43","1.35"
"04 Oct 2019","25.75","3.44","1.34"
"03 Oct 2019","26.07","3.48","1.32"
"01 Oct 2019","26.17","3.50","1.32"
"30 Sep 2019","26.44","3.53","1.31"
"27 Sep 2019","26.52","3.55","1.30"
"26 Sep 2019","26.22","3.51","1.33"
"25 Sep 2019","25.92","3.47","1.34"
"24 Sep 2019","28.49","3.52","1.32"
"23 Sep 2019","28.52","3.52","1.32"
"20 Sep 2019","27.72","3.42","1.36"
"19 Sep 2019","26.32","3.25","1.43"
"18 Sep 2019","26.66","3.29","1.42"
"17 Sep 2019","26.60","3.29","1.42"
"16 Sep 2019","27.06","3.34","1.39"
"13 Sep 2019","27.23","3.36","1.39"
"12 Sep 2019","27.00","3.34","1.40"
"11 Sep 2019","27.13","3.35","1.39"
"09 Sep 2019","27.05","3.34","1.39"
"06 Sep 2019","26.91","3.32","1.40"
"05 Sep 2019","26.67","3.29","1.41"
"04 Sep 2019","26.61","3.29","1.42"
"03 Sep 2019","26.54","3.28","1.42"
"30 Aug 2019","27.27","3.35","1.39"
"29 Aug 2019","27.09","3.40","1.35"
"28 Aug 2019","27.33","3.43","1.34"
"27 Aug 2019","27.47","3.45","1.33"
"26 Aug 2019","27.36","3.43","1.34"
"23 Aug 2019","26.79","3.36","1.36"
"22 Aug 2019","26.57","3.34","1.38"
"21 Aug 2019","27.01","3.39","1.35"
"20 Aug 2019","27.26","3.42","1.34"
"19 Aug 2019","27.35","3.43","1.34"
"16 Aug 2019","27.33","3.43","1.34"
"14 Aug 2019","27.24","3.43","1.34"
"13 Aug 2019","27.03","3.39","1.35"
"09 Aug 2019","27.41","3.45","1.33"
"08 Aug 2019","27.20","3.43","1.34"
"07 Aug 2019","26.74","3.37","1.36"
"06 Aug 2019","26.97","3.40","1.35"
"05 Aug 2019","26.76","3.37","1.36"
"02 Aug 2019","27.09","3.42","1.34"
"01 Aug 2019","27.05","3.41","1.35"
"31 Jul 2019","27.42","3.45","1.33"
"30 Jul 2019","27.34","3.47","1.34"
"29 Jul 2019","27.60","3.50","1.33"
"26 Jul 2019","27.73","3.53","1.32"
"25 Jul 2019","27.57","3.52","1.32"
"24 Jul 2019","27.62","3.53","1.32"
"23 Jul 2019","27.77","3.55","1.31"
"22 Jul 2019","27.81","3.55","1.31"
"19 Jul 2019","27.92","3.57","1.31"
"18 Jul 2019","28.35","3.62","1.29"
"17 Jul 2019","28.58","3.65","1.28"
"16 Jul 2019","28.51","3.64","1.28"
"15 Jul 2019","28.33","3.62","1.29"
"12 Jul 2019","28.33","3.61","1.29"
"11 Jul 2019","28.40","3.64","1.26"
"10 Jul 2019","28.20","3.62","1.27"
"09 Jul 2019","28.41","3.64","1.27"
"08 Jul 2019","28.42","3.64","1.27"
"05 Jul 2019","29.04","3.72","1.24"
"04 Jul 2019","29.37","3.76","1.23"
"03 Jul 2019","29.30","3.75","1.23"
"02 Jul 2019","29.28","3.75","1.23"
"01 Jul 2019","29.17","3.73","1.23"
"28 Jun 2019","28.98","3.71","1.24"
"27 Jun 2019","29.07","3.78","1.23"
"26 Jun 2019","29.09","3.78","1.23"
"25 Jun 2019","29.17","3.77","1.24"
"24 Jun 2019","28.93","3.74","1.25"
"21 Jun 2019","28.99","3.74","1.24"
"20 Jun 2019","29.26","3.78","1.23"
"19 Jun 2019","28.91","3.73","1.25"
"18 Jun 2019","28.91","3.73","1.25"
"17 Jun 2019","28.87","3.73","1.25"
"14 Jun 2019","29.24","3.77","1.23"
"13 Jun 2019","29.46","3.81","1.22"
"12 Jun 2019","29.45","3.81","1.22"
"11 Jun 2019","29.59","3.82","1.22"
"10 Jun 2019","29.49","3.81","1.22"
"07 Jun 2019","29.36","3.79","1.23"
"06 Jun 2019","29.29","3.79","1.23"
"04 Jun 2019","29.73","3.84","1.21"
"03 Jun 2019","29.90","3.86","1.20"
"31 May 2019","29.49","3.81","1.22"
"30 May 2019","29.65","3.82","1.22"
"29 May 2019","29.44","3.79","1.23"
"28 May 2019","29.69","3.81","1.22"
"27 May 2019","29.68","3.81","1.22"
"24 May 2019","29.44","3.79","1.11"
"23 May 2019","29.02","3.73","1.13"
"22 May 2019","29.22","3.75","1.12"
"21 May 2019","29.18","3.74","1.12"
"20 May 2019","29.48","3.78","1.11"
"17 May 2019","28.44","3.65","1.15"
"16 May 2019","28.07","3.60","1.17"
"15 May 2019","27.82","3.57","1.18"
"14 May 2019","27.98","3.59","1.17"
"13 May 2019","27.80","3.56","1.18"
"10 May 2019","28.14","3.61","1.17"
"09 May 2019","28.24","3.61","1.16"
"08 May 2019","28.38","3.63","1.16"
"07 May 2019","28.73","3.68","1.14"
"06 May 2019","28.95","3.71","1.13"
"03 May 2019","29.24","3.74","1.12"
"02 May 2019","29.27","3.75","1.12"
"30 Apr 2019","29.33","3.76","1.12"
"26 Apr 2019","29.34","3.76","1.12"
"25 Apr 2019","29.06","3.72","1.13"
"24 Apr 2019","29.27","3.75","1.12"
"23 Apr 2019","28.94","3.70","1.14"
"22 Apr 2019","28.94","3.70","1.14"
"18 Apr 2019","29.33","3.75","1.12"
"16 Apr 2019","29.42","3.76","1.12"
"15 Apr 2019","29.18","3.73","1.13"
"12 Apr 2019","29.06","3.72","1.13"
"11 Apr 2019","28.94","3.70","1.14"
"10 Apr 2019","28.91","3.70","1.14"
"09 Apr 2019","29.13","3.72","1.13"
"08 Apr 2019","28.96","3.70","1.14"
"05 Apr 2019","29.12","3.72","1.13"
"04 Apr 2019","28.95","3.70","1.14"
"03 Apr 2019","29.06","3.72","1.13"
"02 Apr 2019","29.24","3.74","1.12"
"01 Apr 2019","29.13","3.72","1.13"
"29 Mar 2019","29.01","3.71","1.13"
"28 Mar 2019","28.36","3.65","1.17"
"27 Mar 2019","28.05","3.61","1.18"
"26 Mar 2019","28.15","3.62","1.18"
"25 Mar 2019","27.83","3.58","1.19"
"22 Mar 2019","28.08","3.62","1.18"
"20 Mar 2019","28.24","3.64","1.17"
"19 Mar 2019","28.27","3.64","1.17"
"18 Mar 2019","28.10","3.62","1.18"
"15 Mar 2019","28.01","3.61","1.18"
"14 Mar 2019","27.81","3.58","1.19"
"13 Mar 2019","27.80","3.58","1.19"
"12 Mar 2019","27.70","3.57","1.19"
"11 Mar 2019","27.38","3.52","1.21"
"08 Mar 2019","27.05","3.48","1.22"
"07 Mar 2019","27.11","3.49","1.22"
"06 Mar 2019","27.09","3.49","1.22"
"05 Mar 2019","26.93","3.47","1.23"
"01 Mar 2019","26.49","3.43","1.24"
"28 Feb 2019","26.32","3.41","1.25"
"27 Feb 2019","26.36","3.41","1.25"
"26 Feb 2019","26.43","3.42","1.25"
"25 Feb 2019","26.53","3.43","1.24"
"22 Feb 2019","26.32","3.41","1.25"
"21 Feb 2019","26.31","3.36","1.25"
"20 Feb 2019","26.50","3.34","1.26"
"19 Feb 2019","26.23","3.30","1.27"
"18 Feb 2019","26.32","3.31","1.27"
"15 Feb 2019","26.53","3.34","1.26"
"14 Feb 2019","26.58","3.35","1.26"
"13 Feb 2019","26.60","3.36","1.25"
"12 Feb 2019","26.84","3.37","1.25"
"11 Feb 2019","26.96","3.39","1.24"
"08 Feb 2019","27.10","3.41","1.23"
"07 Feb 2019","27.41","3.45","1.22"
"06 Feb 2019","27.39","3.45","1.22"
"05 Feb 2019","27.07","3.41","1.23"
"04 Feb 2019","27.02","3.40","1.24"
"01 Feb 2019","26.40","3.39","1.24"
"31 Jan 2019","26.26","3.37","1.25"
"30 Jan 2019","25.84","3.32","1.27"
"29 Jan 2019","25.84","3.32","1.27"
"28 Jan 2019","25.85","3.32","1.27"
"25 Jan 2019","26.14","3.36","1.25"
"24 Jan 2019","26.31","3.38","1.24"
"23 Jan 2019","26.32","3.37","1.25"
"22 Jan 2019","26.54","3.40","1.24"
"21 Jan 2019","26.29","3.41","1.23"
"18 Jan 2019","26.19","3.40","1.24"
"17 Jan 2019","26.21","3.40","1.24"
"16 Jan 2019","26.17","3.39","1.24"
"15 Jan 2019","26.16","3.39","1.24"
"14 Jan 2019","25.80","3.34","1.26"
"11 Jan 2019","26.00","3.36","1.25"
"10 Jan 2019","26.07","3.37","1.25"
"09 Jan 2019","26.15","3.38","1.24"
"08 Jan 2019","26.02","3.36","1.25"
"07 Jan 2019","25.95","3.36","1.25"
"04 Jan 2019","25.84","3.34","1.26"
"03 Jan 2019","25.71","3.32","1.26"
"02 Jan 2019","26.00","3.36","1.25"
"01 Jan 2019","26.28","3.40","1.24"
"31 Dec 2018","26.17","3.38","1.24"
"28 Dec 2018","26.16","3.43","1.24"
"27 Dec 2018","26.08","3.41","1.23"
"26 Dec 2018","25.96","3.39","1.24"
"24 Dec 2018","25.80","3.37","1.25"
"21 Dec 2018","26.02","3.40","1.24"
"20 Dec 2018","26.50","3.46","1.21"
"19 Dec 2018","26.53","3.47","1.21"
"18 Dec 2018","26.39","3.45","1.22"
"17 Dec 2018","26.34","3.44","1.22"
"14 Dec 2018","26.14","3.42","1.23"
"13 Dec 2018","26.11","3.41","1.23"
"12 Dec 2018","25.98","3.40","1.24"
"11 Dec 2018","25.52","3.34","1.26"
"10 Dec 2018","25.37","3.32","1.27"
"07 Dec 2018","25.87","3.38","1.24"
"06 Dec 2018","25.65","3.35","1.25"
"05 Dec 2018","26.09","3.41","1.23"
"04 Dec 2018","26.30","3.44","1.22"
"03 Dec 2018","26.33","3.44","1.22"
"30 Nov 2018","26.31","3.44","1.22"
"29 Nov 2018","26.27","3.43","1.22"
"28 Nov 2018","25.96","3.39","1.24"
"27 Nov 2018","25.85","3.38","1.24"
"26 Nov 2018","25.71","3.36","1.25"
"22 Nov 2018","25.43","3.33","1.26"
"21 Nov 2018","25.55","3.35","1.25"
"20 Nov 2018","25.62","3.37","1.25"
"19 Nov 2018","25.88","3.41","1.23"
"16 Nov 2018","25.69","3.38","1.24"
"15 Nov 2018","25.53","3.36","1.25"
"14 Nov 2018","25.43","3.35","1.25"
